concentration_g_l,uncoated_nm,total_nm,bonded_nm,source_path,source_row,record_id,solvent,record_type,concentration_g_ml,mobile_nm,group_id,polarity,viscosity_cp,boiling_point_k,surface_tension_mn_m,physical_valid,primary_eligible,exclusion_reason,parent_record_id
1.0,1.33,1.280669895656077,0.5883177584013984,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,20,synthetic:42:102,ethyl_acetate,synthetic_audit_only,0.001,0.6923521372546784,ethyl_acetate:1,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:20
0.02,1.45,0.7217662984565847,0.6806889792009806,models/feature engineering v1/data FE-V1/agg.data.xlsx,2,synthetic:42:103,hexane,synthetic_audit_only,2e-05,0.04107731925560408,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:2
1.0,1.33,1.3426421356625808,0.6533510218410294,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,20,synthetic:42:104,ethyl_acetate,synthetic_audit_only,0.001,0.6892911138215515,ethyl_acetate:1,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:20
0.25,1.32,1.0439058111673258,0.4468128562239195,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,19,synthetic:42:105,ethyl_acetate,synthetic_audit_only,0.00025,0.5970929549434063,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:19
0.25,1.32,1.0006731178918111,0.4636911948887443,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,19,synthetic:42:106,ethyl_acetate,synthetic_audit_only,0.00025,0.5369819230030669,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:19
0.15,1.43,0.9715630751640307,0.3322666717276796,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,6,synthetic:42:107,ethyl_acetate,synthetic_audit_only,0.00015,0.6392964034363511,ethyl_acetate:0.15,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:6
0.025,1.61,0.5712007286385856,0.3980728556173629,models/feature engineering v1/data FE-V1/toluene+pdms.csv,29,synthetic:42:108,toluene,synthetic_audit_only,2.5e-05,0.17312787302122276,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:29
0.25,1.47,1.0357781981587184,0.352851125749189,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,8,synthetic:42:109,ethyl_acetate,synthetic_audit_only,0.00025,0.6829270724095294,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:8
2.5,1.42,3.437298120906654,0.5654914706541868,models/feature engineering v1/data FE-V1/agg.data.xlsx,48,synthetic:42:110,hexane,synthetic_audit_only,0.0025,2.8718066502524673,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:48
0.25,1.32,0.9541100060244536,0.4382273783310923,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,19,synthetic:42:111,ethyl_acetate,synthetic_audit_only,0.00025,0.5158826276933614,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:19
0.05,1.6,0.6440758492368114,0.3355553533427175,models/feature engineering v1/data FE-V1/toluene+pdms.csv,34,synthetic:42:112,toluene,synthetic_audit_only,5e-05,0.30852049589409386,toluene:0.05,2.7,0.68,383.75,29.46,True,True,,toluene:34
0.025,1.61,0.5671644274825818,0.38435913565765306,models/feature engineering v1/data FE-V1/toluene+pdms.csv,29,synthetic:42:113,toluene,synthetic_audit_only,2.5e-05,0.18280529182492872,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:29
0.025,1.6,0.5642831612540016,0.3940608084689778,models/feature engineering v1/data FE-V1/toluene+pdms.csv,31,synthetic:42:114,toluene,synthetic_audit_only,2.5e-05,0.17022235278502373,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:31
0.1,1.61,0.7561689939792038,0.6119823599247991,models/feature engineering v1/data FE-V1/toluene+pdms.csv,35,synthetic:42:115,toluene,synthetic_audit_only,0.0001,0.1441866340544047,toluene:0.1,2.7,0.68,383.75,29.46,True,True,,toluene:35
0.02,1.44,0.737363824140399,0.6851272849957056,models/feature engineering v1/data FE-V1/agg.data.xlsx,4,synthetic:42:116,hexane,synthetic_audit_only,2e-05,0.052236539144693346,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:4
0.09,1.44,0.9198449493397717,0.5778440768922238,models/feature engineering v1/data FE-V1/agg.data.xlsx,22,synthetic:42:117,hexane,synthetic_audit_only,8.999999999999999e-05,0.34200087244754784,hexane:0.09,3.9,0.377,342.039,17.89,True,True,,hexane:22
1.0,1.49,2.0004958875731678,0.5737293831445572,models/feature engineering v1/data FE-V1/agg.data.xlsx,40,synthetic:42:118,hexane,synthetic_audit_only,0.001,1.4267665044286106,hexane:1,3.9,0.377,342.039,17.89,True,True,,hexane:40
0.09,1.43,0.8775634413821322,0.5488948867032922,models/feature engineering v1/data FE-V1/agg.data.xlsx,20,synthetic:42:119,hexane,synthetic_audit_only,8.999999999999999e-05,0.32866855467883993,hexane:0.09,3.9,0.377,342.039,17.89,True,True,,hexane:20
0.005,1.56,0.5332574536944024,0.4306057662618727,models/feature engineering v1/data FE-V1/toluene+pdms.csv,21,synthetic:42:120,toluene,synthetic_audit_only,5e-06,0.10265168743252964,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:21
0.15,1.43,0.9749198791483529,0.3196015985013665,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,6,synthetic:42:121,ethyl_acetate,synthetic_audit_only,0.00015,0.6553182806469864,ethyl_acetate:0.15,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:6
0.15,1.44,0.9306991487844989,0.308275262761402,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,5,synthetic:42:122,ethyl_acetate,synthetic_audit_only,0.00015,0.6224238860230968,ethyl_acetate:0.15,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:5
0.025,1.61,0.5748908823026129,0.39572576241858964,models/feature engineering v1/data FE-V1/toluene+pdms.csv,29,synthetic:42:123,toluene,synthetic_audit_only,2.5e-05,0.17916511988402317,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:29
2.0,1.48,1.687597062287765,0.6857939839431413,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,23,synthetic:42:124,ethyl_acetate,synthetic_audit_only,0.002,1.0018030783446237,ethyl_acetate:2,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:23
0.1,1.61,0.8418575331174282,0.6986348627279811,models/feature engineering v1/data FE-V1/toluene+pdms.csv,35,synthetic:42:125,toluene,synthetic_audit_only,0.0001,0.14322267038944703,toluene:0.1,2.7,0.68,383.75,29.46,True,True,,toluene:35
0.02,1.48,0.6187422611711976,0.5078318758894141,models/feature engineering v1/data FE-V1/agg.data.xlsx,6,synthetic:42:126,hexane,synthetic_audit_only,2e-05,0.11091038528178344,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:6
0.25,1.31,0.9728819293975982,0.3971003687529143,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,18,synthetic:42:127,ethyl_acetate,synthetic_audit_only,0.00025,0.5757815606446839,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:18
0.1,1.61,0.7658223103751902,0.6056589015687571,models/feature engineering v1/data FE-V1/toluene+pdms.csv,35,synthetic:42:128,toluene,synthetic_audit_only,0.0001,0.16016340880643304,toluene:0.1,2.7,0.68,383.75,29.46,True,True,,toluene:35
40.0,1.46,0.8266567704953927,0.6990900861898942,models/feature engineering v1/data FE-V1/toluene+pdms.csv,46,synthetic:42:129,toluene,synthetic_audit_only,0.04,0.12756668430549847,toluene:40,2.7,0.68,383.75,29.46,True,True,,toluene:46
0.1,1.61,0.8157585307548947,0.6678255368467015,models/feature engineering v1/data FE-V1/toluene+pdms.csv,35,synthetic:42:130,toluene,synthetic_audit_only,0.0001,0.14793299390819314,toluene:0.1,2.7,0.68,383.75,29.46,True,True,,toluene:35
0.05,1.6,0.6593565376322181,0.34406585529685163,models/feature engineering v1/data FE-V1/toluene+pdms.csv,34,synthetic:42:131,toluene,synthetic_audit_only,5e-05,0.3152906823353665,toluene:0.05,2.7,0.68,383.75,29.46,True,True,,toluene:34
0.02,1.49,0.5605020847294491,0.48081850233460977,models/feature engineering v1/data FE-V1/agg.data.xlsx,7,synthetic:42:132,hexane,synthetic_audit_only,2e-05,0.07968358239483932,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:7
0.05,1.6,0.6034289069739849,0.3112094998228945,models/feature engineering v1/data FE-V1/toluene+pdms.csv,34,synthetic:42:133,toluene,synthetic_audit_only,5e-05,0.2922194071510904,toluene:0.05,2.7,0.68,383.75,29.46,True,True,,toluene:34
0.25,1.32,1.0231542393904827,0.49169303972310135,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,19,synthetic:42:134,ethyl_acetate,synthetic_audit_only,0.00025,0.5314611996673814,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:19
2.5,1.44,3.462350620960961,0.6130219066762986,models/feature engineering v1/data FE-V1/agg.data.xlsx,49,synthetic:42:135,hexane,synthetic_audit_only,0.0025,2.8493287142846624,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:49
0.1,1.6,0.7531986837385685,0.566885940864518,models/feature engineering v1/data FE-V1/toluene+pdms.csv,37,synthetic:42:136,toluene,synthetic_audit_only,0.0001,0.18631274287405047,toluene:0.1,2.7,0.68,383.75,29.46,True,True,,toluene:37
0.02,1.45,0.7100348689826479,0.6438164015181865,models/feature engineering v1/data FE-V1/agg.data.xlsx,3,synthetic:42:137,hexane,synthetic_audit_only,2e-05,0.0662184674644613,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:3
5.0,1.44,6.206735071542456,0.556604057268418,models/feature engineering v1/data FE-V1/agg.data.xlsx,55,synthetic:42:138,hexane,synthetic_audit_only,0.005,5.650131014274038,hexane:5,3.9,0.377,342.039,17.89,True,True,,hexane:55
0.005,1.56,0.5263702829729328,0.4305909418537983,models/feature engineering v1/data FE-V1/toluene+pdms.csv,21,synthetic:42:139,toluene,synthetic_audit_only,5e-06,0.0957793411191344,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:21
5.0,1.5,2.2477521072332163,0.974423860310756,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,30,synthetic:42:140,ethyl_acetate,synthetic_audit_only,0.005,1.2733282469224605,ethyl_acetate:5,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:30
1.0,1.48,2.133357860100755,0.5961577074112884,models/feature engineering v1/data FE-V1/agg.data.xlsx,38,synthetic:42:141,hexane,synthetic_audit_only,0.001,1.5372001526894665,hexane:1,3.9,0.377,342.039,17.89,True,True,,hexane:38
2.5,1.42,3.437141941310352,0.56216055374716,models/feature engineering v1/data FE-V1/agg.data.xlsx,48,synthetic:42:142,hexane,synthetic_audit_only,0.0025,2.8749813875631918,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:48
0.005,1.55,0.533829174345443,0.44281534403105627,models/feature engineering v1/data FE-V1/toluene+pdms.csv,20,synthetic:42:143,toluene,synthetic_audit_only,5e-06,0.09101383031438672,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:20
5.0,1.5,2.4764262136349067,1.0105039784170988,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,31,synthetic:42:144,ethyl_acetate,synthetic_audit_only,0.005,1.4659222352178078,ethyl_acetate:5,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:31
2.0,1.48,1.5165230543078922,0.6061386016698754,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,23,synthetic:42:145,ethyl_acetate,synthetic_audit_only,0.002,0.9103844526380168,ethyl_acetate:2,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:23
0.02,1.44,0.7081243471930567,0.6612851900077432,models/feature engineering v1/data FE-V1/agg.data.xlsx,4,synthetic:42:146,hexane,synthetic_audit_only,2e-05,0.04683915718531348,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:4
1.0,1.48,1.9829900793581028,0.5944865893236847,models/feature engineering v1/data FE-V1/agg.data.xlsx,39,synthetic:42:147,hexane,synthetic_audit_only,0.001,1.3885034900344182,hexane:1,3.9,0.377,342.039,17.89,True,True,,hexane:39
1.0,1.31,1.3104315496750405,0.6487308241143938,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,21,synthetic:42:148,ethyl_acetate,synthetic_audit_only,0.001,0.6617007255606466,ethyl_acetate:1,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:21
0.02,1.49,0.5641828690093906,0.4705679525454038,models/feature engineering v1/data FE-V1/agg.data.xlsx,5,synthetic:42:149,hexane,synthetic_audit_only,2e-05,0.0936149164639868,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:5
2.0,1.48,1.6319720613983275,0.6311891049102517,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,23,synthetic:42:150,ethyl_acetate,synthetic_audit_only,0.002,1.000782956488076,ethyl_acetate:2,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:23
2.5,1.42,3.3753358470197785,0.5787011148287238,models/feature engineering v1/data FE-V1/agg.data.xlsx,48,synthetic:42:151,hexane,synthetic_audit_only,0.0025,2.796634732191055,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:48
3.0,1.5,2.043221032616372,0.7621915070904122,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,27,synthetic:42:152,ethyl_acetate,synthetic_audit_only,0.003,1.2810295255259596,ethyl_acetate:3,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:27
2.5,1.44,3.475680521429944,0.5550102516239469,models/feature engineering v1/data FE-V1/agg.data.xlsx,49,synthetic:42:153,hexane,synthetic_audit_only,0.0025,2.9206702698059974,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:49
0.005,1.56,0.554864851844764,0.448418348084834,models/feature engineering v1/data FE-V1/toluene+pdms.csv,21,synthetic:42:154,toluene,synthetic_audit_only,5e-06,0.10644650375993,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:21
0.15,1.43,0.9435264870749651,0.31439329520305515,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,6,synthetic:42:155,ethyl_acetate,synthetic_audit_only,0.00015,0.62913319187191,ethyl_acetate:0.15,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:6
0.09,1.44,0.8572185308022222,0.547631196302959,models/feature engineering v1/data FE-V1/agg.data.xlsx,21,synthetic:42:156,hexane,synthetic_audit_only,8.999999999999999e-05,0.3095873344992632,hexane:0.09,3.9,0.377,342.039,17.89,True,True,,hexane:21
0.05,1.6,0.6402649258434259,0.32216076530223725,models/feature engineering v1/data FE-V1/toluene+pdms.csv,34,synthetic:42:157,toluene,synthetic_audit_only,5e-05,0.31810416054118856,toluene:0.05,2.7,0.68,383.75,29.46,True,True,,toluene:34
0.025,1.6,0.5594427434792576,0.3830532182245914,models/feature engineering v1/data FE-V1/toluene+pdms.csv,31,synthetic:42:158,toluene,synthetic_audit_only,2.5e-05,0.1763895252546662,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:31
0.25,1.32,1.0524846674324255,0.5009392941785861,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,19,synthetic:42:159,ethyl_acetate,synthetic_audit_only,0.00025,0.5515453732538396,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:19
5.0,1.5,2.1967330885767025,0.9665786170653574,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,31,synthetic:42:160,ethyl_acetate,synthetic_audit_only,0.005,1.230154471511345,ethyl_acetate:5,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:31
0.15,1.43,1.0154061621191892,0.3485168489407813,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,6,synthetic:42:161,ethyl_acetate,synthetic_audit_only,0.00015,0.6668893131784079,ethyl_acetate:0.15,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:6
0.005,1.55,0.5514548787065147,0.46609772449719605,models/feature engineering v1/data FE-V1/toluene+pdms.csv,20,synthetic:42:162,toluene,synthetic_audit_only,5e-06,0.08535715420931865,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:20
7.0,1.53,9.8685385342492,0.5308784808996032,models/feature engineering v1/data FE-V1/agg.data.xlsx,58,synthetic:42:163,hexane,synthetic_audit_only,0.007,9.337660053349596,hexane:7,3.9,0.377,342.039,17.89,True,True,,hexane:58
0.005,1.55,0.5632004537412454,0.47948923961194706,models/feature engineering v1/data FE-V1/toluene+pdms.csv,20,synthetic:42:164,toluene,synthetic_audit_only,5e-06,0.08371121412929833,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:20
1.0,1.31,1.347862747965792,0.6533858443231422,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,21,synthetic:42:165,ethyl_acetate,synthetic_audit_only,0.001,0.6944769036426499,ethyl_acetate:1,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:21
5.0,1.43,6.233056990973843,0.5829411235985432,models/feature engineering v1/data FE-V1/agg.data.xlsx,53,synthetic:42:166,hexane,synthetic_audit_only,0.005,5.6501158673753,hexane:5,3.9,0.377,342.039,17.89,True,True,,hexane:53
0.15,1.62,0.8422939196898962,0.37393900842707267,models/feature engineering v1/data FE-V1/agg.data.xlsx,29,synthetic:42:167,hexane,synthetic_audit_only,0.00015,0.46835491126282347,hexane:0.15,3.9,0.377,342.039,17.89,True,True,,hexane:29
5.0,1.44,6.6578853981262585,0.5511436974209217,models/feature engineering v1/data FE-V1/agg.data.xlsx,54,synthetic:42:168,hexane,synthetic_audit_only,0.005,6.106741700705337,hexane:5,3.9,0.377,342.039,17.89,True,True,,hexane:54
0.02,1.45,0.6972389069160532,0.636585440492648,models/feature engineering v1/data FE-V1/agg.data.xlsx,3,synthetic:42:169,hexane,synthetic_audit_only,2e-05,0.060653466423405175,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:3
0.09,1.43,0.8959911055638905,0.5666820206580635,models/feature engineering v1/data FE-V1/agg.data.xlsx,20,synthetic:42:170,hexane,synthetic_audit_only,8.999999999999999e-05,0.32930908490582694,hexane:0.09,3.9,0.377,342.039,17.89,True,True,,hexane:20
0.02,1.49,0.5392083884714547,0.44255622279836904,models/feature engineering v1/data FE-V1/agg.data.xlsx,7,synthetic:42:171,hexane,synthetic_audit_only,2e-05,0.09665216567308571,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:7
0.25,1.31,1.0107830381263758,0.40505151487690155,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,18,synthetic:42:172,ethyl_acetate,synthetic_audit_only,0.00025,0.6057315232494742,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:18
0.25,1.47,1.1165200737440628,0.3462463796658556,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,9,synthetic:42:173,ethyl_acetate,synthetic_audit_only,0.00025,0.7702736940782073,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:9
0.25,1.47,1.110069800573177,0.3812351537285466,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,8,synthetic:42:174,ethyl_acetate,synthetic_audit_only,0.00025,0.7288346468446304,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:8
0.025,1.61,0.5787049565363653,0.4044144379095222,models/feature engineering v1/data FE-V1/toluene+pdms.csv,29,synthetic:42:175,toluene,synthetic_audit_only,2.5e-05,0.17429051862684308,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:29
0.25,1.47,1.1702468942035653,0.3828776407794808,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,9,synthetic:42:176,ethyl_acetate,synthetic_audit_only,0.00025,0.7873692534240846,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:9
0.15,1.62,0.879880940891318,0.393649133044652,models/feature engineering v1/data FE-V1/agg.data.xlsx,29,synthetic:42:177,hexane,synthetic_audit_only,0.00015,0.4862318078466659,hexane:0.15,3.9,0.377,342.039,17.89,True,True,,hexane:29
3.0,1.48,1.907867590175746,0.6555096057994648,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,26,synthetic:42:178,ethyl_acetate,synthetic_audit_only,0.003,1.2523579843762813,ethyl_acetate:3,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:26
0.025,1.6,0.5699698352975011,0.3882110288192334,models/feature engineering v1/data FE-V1/toluene+pdms.csv,31,synthetic:42:179,toluene,synthetic_audit_only,2.5e-05,0.18175880647826773,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:31
3.0,1.5,1.7399367287776712,0.6970100478905658,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,28,synthetic:42:180,ethyl_acetate,synthetic_audit_only,0.003,1.0429266808871054,ethyl_acetate:3,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:28
0.09,1.44,0.8273922786285366,0.5352608970721338,models/feature engineering v1/data FE-V1/agg.data.xlsx,22,synthetic:42:181,hexane,synthetic_audit_only,8.999999999999999e-05,0.2921313815564029,hexane:0.09,3.9,0.377,342.039,17.89,True,True,,hexane:22
0.025,1.6,0.6041148131998837,0.42008545748709514,models/feature engineering v1/data FE-V1/toluene+pdms.csv,31,synthetic:42:182,toluene,synthetic_audit_only,2.5e-05,0.18402935571278858,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:31
0.25,1.47,1.1880560930733903,0.3711961844856175,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,8,synthetic:42:183,ethyl_acetate,synthetic_audit_only,0.00025,0.8168599085877729,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:8
0.025,1.6,0.5425175595635706,0.3761357884520127,models/feature engineering v1/data FE-V1/toluene+pdms.csv,31,synthetic:42:184,toluene,synthetic_audit_only,2.5e-05,0.16638177111155797,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:31
0.005,1.57,0.4993223929968961,0.41773149037327445,models/feature engineering v1/data FE-V1/toluene+pdms.csv,22,synthetic:42:185,toluene,synthetic_audit_only,5e-06,0.08159090262362166,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:22
0.15,1.62,0.8718307408919891,0.38014788853484094,models/feature engineering v1/data FE-V1/agg.data.xlsx,29,synthetic:42:186,hexane,synthetic_audit_only,0.00015,0.49168285235714815,hexane:0.15,3.9,0.377,342.039,17.89,True,True,,hexane:29
7.0,1.5,9.684037356767814,0.4980990730357033,models/feature engineering v1/data FE-V1/agg.data.xlsx,57,synthetic:42:187,hexane,synthetic_audit_only,0.007,9.18593828373211,hexane:7,3.9,0.377,342.039,17.89,True,True,,hexane:57
1.0,1.49,1.9751096486084863,0.5505013161347889,models/feature engineering v1/data FE-V1/agg.data.xlsx,40,synthetic:42:188,hexane,synthetic_audit_only,0.001,1.4246083324736973,hexane:1,3.9,0.377,342.039,17.89,True,True,,hexane:40
2.5,1.44,3.452129677822888,0.608672361565444,models/feature engineering v1/data FE-V1/agg.data.xlsx,49,synthetic:42:189,hexane,synthetic_audit_only,0.0025,2.8434573162574437,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:49
0.15,1.44,1.0579867691910299,0.3280243683204867,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,7,synthetic:42:190,ethyl_acetate,synthetic_audit_only,0.00015,0.7299624008705432,ethyl_acetate:0.15,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:7
40.0,1.46,0.8849522669366194,0.7619174830097725,models/feature engineering v1/data FE-V1/toluene+pdms.csv,46,synthetic:42:191,toluene,synthetic_audit_only,0.04,0.12303478392684701,toluene:40,2.7,0.68,383.75,29.46,True,True,,toluene:46
0.1,1.6,0.7012161413787403,0.5343842661937195,models/feature engineering v1/data FE-V1/toluene+pdms.csv,37,synthetic:42:192,toluene,synthetic_audit_only,0.0001,0.1668318751850209,toluene:0.1,2.7,0.68,383.75,29.46,True,True,,toluene:37
7.0,1.51,10.125878575317225,0.5070331747455596,models/feature engineering v1/data FE-V1/agg.data.xlsx,56,synthetic:42:193,hexane,synthetic_audit_only,0.007,9.618845400571665,hexane:7,3.9,0.377,342.039,17.89,True,True,,hexane:56
5.0,1.48,2.7198291976197346,0.9823073571062495,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,29,synthetic:42:194,ethyl_acetate,synthetic_audit_only,0.005,1.7375218405134851,ethyl_acetate:5,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:29
0.02,1.49,0.569892108509986,0.479228351351238,models/feature engineering v1/data FE-V1/agg.data.xlsx,7,synthetic:42:195,hexane,synthetic_audit_only,2e-05,0.09066375715874793,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:7
5.0,1.44,6.4878272066094835,0.5955460777099958,models/feature engineering v1/data FE-V1/agg.data.xlsx,55,synthetic:42:196,hexane,synthetic_audit_only,0.005,5.892281128899488,hexane:5,3.9,0.377,342.039,17.89,True,True,,hexane:55
0.09,1.43,0.8236340049277917,0.48646123921494017,models/feature engineering v1/data FE-V1/agg.data.xlsx,20,synthetic:42:197,hexane,synthetic_audit_only,8.999999999999999e-05,0.3371727657128515,hexane:0.09,3.9,0.377,342.039,17.89,True,True,,hexane:20
5.0,1.44,6.610036144090804,0.5333154602499942,models/feature engineering v1/data FE-V1/agg.data.xlsx,54,synthetic:42:198,hexane,synthetic_audit_only,0.005,6.07672068384081,hexane:5,3.9,0.377,342.039,17.89,True,True,,hexane:54
5.0,1.48,2.44618120890474,1.0081254424911732,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,29,synthetic:42:199,ethyl_acetate,synthetic_audit_only,0.005,1.438055766413567,ethyl_acetate:5,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:29
7.0,1.51,9.826449086924164,0.4614060133315057,models/feature engineering v1/data FE-V1/agg.data.xlsx,56,synthetic:42:200,hexane,synthetic_audit_only,0.007,9.365043073592659,hexane:7,3.9,0.377,342.039,17.89,True,True,,hexane:56
3.0,1.48,2.0171076989635788,0.7634231177257061,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,26,synthetic:42:201,ethyl_acetate,synthetic_audit_only,0.003,1.2536845812378727,ethyl_acetate:3,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:26
0.025,1.6,0.5829752904897088,0.39675325747061047,models/feature engineering v1/data FE-V1/toluene+pdms.csv,31,synthetic:42:202,toluene,synthetic_audit_only,2.5e-05,0.18622203301909832,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:31
0.25,1.47,1.0879618303549945,0.3750964641944619,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,8,synthetic:42:203,ethyl_acetate,synthetic_audit_only,0.00025,0.7128653661605325,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:8
0.005,1.57,0.5247877741535348,0.4270826455664074,models/feature engineering v1/data FE-V1/toluene+pdms.csv,22,synthetic:42:204,toluene,synthetic_audit_only,5e-06,0.09770512858712747,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:22
2.5,1.44,3.4094043889343286,0.5929289310322277,models/feature engineering v1/data FE-V1/agg.data.xlsx,47,synthetic:42:205,hexane,synthetic_audit_only,0.0025,2.8164754579021007,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:47
