cohort,protocol,fold,role,record_id,group_id
primary,leave_one_solvent_out,hexane,proper_train,toluene:20,toluene:0.005
primary,leave_one_solvent_out,hexane,proper_train,toluene:21,toluene:0.005
primary,leave_one_solvent_out,hexane,proper_train,toluene:22,toluene:0.005
primary,leave_one_solvent_out,hexane,proper_train,toluene:26,toluene:0.015
primary,leave_one_solvent_out,hexane,proper_train,toluene:27,toluene:0.015
primary,leave_one_solvent_out,hexane,proper_train,toluene:28,toluene:0.015
primary,leave_one_solvent_out,hexane,proper_train,toluene:29,toluene:0.025
primary,leave_one_solvent_out,hexane,proper_train,toluene:30,toluene:0.025
primary,leave_one_solvent_out,hexane,proper_train,toluene:31,toluene:0.025
primary,leave_one_solvent_out,hexane,proper_train,toluene:32,toluene:0.05
primary,leave_one_solvent_out,hexane,proper_train,toluene:33,toluene:0.05
primary,leave_one_solvent_out,hexane,proper_train,toluene:34,toluene:0.05
primary,leave_one_solvent_out,hexane,proper_train,toluene:38,toluene:0.25
primary,leave_one_solvent_out,hexane,proper_train,toluene:39,toluene:0.25
primary,leave_one_solvent_out,hexane,proper_train,toluene:40,toluene:0.25
primary,leave_one_solvent_out,hexane,proper_train,toluene:45,toluene:40
primary,leave_one_solvent_out,hexane,proper_train,toluene:46,toluene:40
primary,leave_one_solvent_out,hexane,proper_train,toluene:47,toluene:50
primary,leave_one_solvent_out,hexane,proper_train,toluene:48,toluene:50
primary,leave_one_solvent_out,hexane,proper_train,toluene:49,toluene:50
primary,leave_one_solvent_out,hexane,proper_train,toluene:50,toluene:50
primary,leave_one_solvent_out,hexane,proper_train,toluene:51,toluene:50
primary,leave_one_solvent_out,hexane,proper_train,toluene:52,toluene:50
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:8,ethyl_acetate:0.25
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:9,ethyl_acetate:0.25
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:10,ethyl_acetate:0.25
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:11,ethyl_acetate:0.5
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:12,ethyl_acetate:0.5
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:13,ethyl_acetate:0.5
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:17,ethyl_acetate:0.25
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:18,ethyl_acetate:0.25
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:19,ethyl_acetate:0.25
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:20,ethyl_acetate:1
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:21,ethyl_acetate:1
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:22,ethyl_acetate:1
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:23,ethyl_acetate:2
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:24,ethyl_acetate:2
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:25,ethyl_acetate:2
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:26,ethyl_acetate:3
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:27,ethyl_acetate:3
primary,leave_one_solvent_out,hexane,proper_train,ethyl_acetate:28,ethyl_acetate:3
primary,leave_one_solvent_out,hexane,calibration,toluene:23,toluene:0.01
primary,leave_one_solvent_out,hexane,calibration,toluene:24,toluene:0.01
primary,leave_one_solvent_out,hexane,calibration,toluene:25,toluene:0.01
primary,leave_one_solvent_out,hexane,calibration,toluene:35,toluene:0.1
primary,leave_one_solvent_out,hexane,calibration,toluene:36,toluene:0.1
primary,leave_one_solvent_out,hexane,calibration,toluene:37,toluene:0.1
primary,leave_one_solvent_out,hexane,calibration,toluene:41,toluene:10
primary,leave_one_solvent_out,hexane,calibration,toluene:42,toluene:10
primary,leave_one_solvent_out,hexane,calibration,toluene:43,toluene:10
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:2,ethyl_acetate:0.1
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:3,ethyl_acetate:0.1
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:4,ethyl_acetate:0.1
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:5,ethyl_acetate:0.15
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:6,ethyl_acetate:0.15
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:7,ethyl_acetate:0.15
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:14,ethyl_acetate:0.1
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:15,ethyl_acetate:0.1
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:16,ethyl_acetate:0.1
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:29,ethyl_acetate:5
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:30,ethyl_acetate:5
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:31,ethyl_acetate:5
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:32,ethyl_acetate:10
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:33,ethyl_acetate:10
primary,leave_one_solvent_out,hexane,calibration,ethyl_acetate:34,ethyl_acetate:10
primary,leave_one_solvent_out,hexane,test,hexane:2,hexane:0.02
primary,leave_one_solvent_out,hexane,test,hexane:3,hexane:0.02
primary,leave_one_solvent_out,hexane,test,hexane:4,hexane:0.02
primary,leave_one_solvent_out,hexane,test,hexane:5,hexane:0.02
primary,leave_one_solvent_out,hexane,test,hexane:6,hexane:0.02
primary,leave_one_solvent_out,hexane,test,hexane:7,hexane:0.02
primary,leave_one_solvent_out,hexane,test,hexane:8,hexane:0.05
primary,leave_one_solvent_out,hexane,test,hexane:9,hexane:0.05
primary,leave_one_solvent_out,hexane,test,hexane:10,hexane:0.05
primary,leave_one_solvent_out,hexane,test,hexane:11,hexane:0.05
primary,leave_one_solvent_out,hexane,test,hexane:12,hexane:0.05
primary,leave_one_solvent_out,hexane,test,hexane:13,hexane:0.05
primary,leave_one_solvent_out,hexane,test,hexane:14,hexane:0.07
primary,leave_one_solvent_out,hexane,test,hexane:15,hexane:0.07
primary,leave_one_solvent_out,hexane,test,hexane:16,hexane:0.07
primary,leave_one_solvent_out,hexane,test,hexane:17,hexane:0.07
primary,leave_one_solvent_out,hexane,test,hexane:18,hexane:0.07
primary,leave_one_solvent_out,hexane,test,hexane:19,hexane:0.07
primary,leave_one_solvent_out,hexane,test,hexane:20,hexane:0.09
primary,leave_one_solvent_out,hexane,test,hexane:21,hexane:0.09
primary,leave_one_solvent_out,hexane,test,hexane:22,hexane:0.09
primary,leave_one_solvent_out,hexane,test,hexane:23,hexane:0.1
primary,leave_one_solvent_out,hexane,test,hexane:24,hexane:0.1
primary,leave_one_solvent_out,hexane,test,hexane:25,hexane:0.1
primary,leave_one_solvent_out,hexane,test,hexane:26,hexane:0.1
primary,leave_one_solvent_out,hexane,test,hexane:27,hexane:0.1
primary,leave_one_solvent_out,hexane,test,hexane:28,hexane:0.1
primary,leave_one_solvent_out,hexane,test,hexane:29,hexane:0.15
primary,leave_one_solvent_out,hexane,test,hexane:30,hexane:0.15
primary,leave_one_solvent_out,hexane,test,hexane:31,hexane:0.15
primary,leave_one_solvent_out,hexane,test,hexane:32,hexane:0.25
primary,leave_one_solvent_out,hexane,test,hexane:33,hexane:0.25
primary,leave_one_solvent_out,hexane,test,hexane:34,hexane:0.25
primary,leave_one_solvent_out,hexane,test,hexane:35,hexane:0.5
primary,leave_one_solvent_out,hexane,test,hexane:36,hexane:0.5
primary,leave_one_solvent_out,hexane,test,hexane:37,hexane:0.5
primary,leave_one_solvent_out,hexane,test,hexane:38,hexane:1
primary,leave_one_solvent_out,hexane,test,hexane:39,hexane:1
primary,leave_one_solvent_out,hexane,test,hexane:40,hexane:1
primary,leave_one_solvent_out,hexane,test,hexane:41,hexane:1.5
primary,leave_one_solvent_out,hexane,test,hexane:42,hexane:1.5
primary,leave_one_solvent_out,hexane,test,hexane:43,hexane:1.5
primary,leave_one_solvent_out,hexane,test,hexane:44,hexane:2
primary,leave_one_solvent_out,hexane,test,hexane:45,hexane:2
primary,leave_one_solvent_out,hexane,test,hexane:46,hexane:2
primary,leave_one_solvent_out,hexane,test,hexane:47,hexane:2.5
primary,leave_one_solvent_out,hexane,test,hexane:48,hexane:2.5
primary,leave_one_solvent_out,hexane,test,hexane:49,hexane:2.5
primary,leave_one_solvent_out,hexane,test,hexane:50,hexane:3
primary,leave_one_solvent_out,hexane,test,hexane:51,hexane:3
primary,leave_one_solvent_out,hexane,test,hexane:52,hexane:3
primary,leave_one_solvent_out,hexane,test,hexane:53,hexane:5
primary,leave_one_solvent_out,hexane,test,hexane:54,hexane:5
primary,leave_one_solvent_out,hexane,test,hexane:55,hexane:5
primary,leave_one_solvent_out,hexane,test,hexane:56,hexane:7
primary,leave_one_solvent_out,hexane,test,hexane:57,hexane:7
primary,leave_one_solvent_out,hexane,test,hexane:58,hexane:7
primary,leave_one_solvent_out,hexane,test,hexane:59,hexane:10
primary,leave_one_solvent_out,toluene,proper_train,hexane:8,hexane:0.05
primary,leave_one_solvent_out,toluene,proper_train,hexane:9,hexane:0.05
primary,leave_one_solvent_out,toluene,proper_train,hexane:10,hexane:0.05
primary,leave_one_solvent_out,toluene,proper_train,hexane:11,hexane:0.05
primary,leave_one_solvent_out,toluene,proper_train,hexane:12,hexane:0.05
primary,leave_one_solvent_out,toluene,proper_train,hexane:13,hexane:0.05
primary,leave_one_solvent_out,toluene,proper_train,hexane:20,hexane:0.09
primary,leave_one_solvent_out,toluene,proper_train,hexane:21,hexane:0.09
primary,leave_one_solvent_out,toluene,proper_train,hexane:22,hexane:0.09
primary,leave_one_solvent_out,toluene,proper_train,hexane:29,hexane:0.15
primary,leave_one_solvent_out,toluene,proper_train,hexane:30,hexane:0.15
primary,leave_one_solvent_out,toluene,proper_train,hexane:31,hexane:0.15
primary,leave_one_solvent_out,toluene,proper_train,hexane:32,hexane:0.25
primary,leave_one_solvent_out,toluene,proper_train,hexane:33,hexane:0.25
primary,leave_one_solvent_out,toluene,proper_train,hexane:34,hexane:0.25
primary,leave_one_solvent_out,toluene,proper_train,hexane:38,hexane:1
primary,leave_one_solvent_out,toluene,proper_train,hexane:39,hexane:1
primary,leave_one_solvent_out,toluene,proper_train,hexane:40,hexane:1
primary,leave_one_solvent_out,toluene,proper_train,hexane:41,hexane:1.5
primary,leave_one_solvent_out,toluene,proper_train,hexane:42,hexane:1.5
primary,leave_one_solvent_out,toluene,proper_train,hexane:43,hexane:1.5
primary,leave_one_solvent_out,toluene,proper_train,hexane:44,hexane:2
primary,leave_one_solvent_out,toluene,proper_train,hexane:45,hexane:2
primary,leave_one_solvent_out,toluene,proper_train,hexane:46,hexane:2
primary,leave_one_solvent_out,toluene,proper_train,hexane:47,hexane:2.5
primary,leave_one_solvent_out,toluene,proper_train,hexane:48,hexane:2.5
primary,leave_one_solvent_out,toluene,proper_train,hexane:49,hexane:2.5
primary,leave_one_solvent_out,toluene,proper_train,hexane:56,hexane:7
primary,leave_one_solvent_out,toluene,proper_train,hexane:57,hexane:7
primary,leave_one_solvent_out,toluene,proper_train,hexane:58,hexane:7
primary,leave_one_solvent_out,toluene,proper_train,hexane:59,hexane:10
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:8,ethyl_acetate:0.25
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:9,ethyl_acetate:0.25
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:10,ethyl_acetate:0.25
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:11,ethyl_acetate:0.5
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:12,ethyl_acetate:0.5
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:13,ethyl_acetate:0.5
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:17,ethyl_acetate:0.25
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:18,ethyl_acetate:0.25
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:19,ethyl_acetate:0.25
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:20,ethyl_acetate:1
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:21,ethyl_acetate:1
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:22,ethyl_acetate:1
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:23,ethyl_acetate:2
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:24,ethyl_acetate:2
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:25,ethyl_acetate:2
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:26,ethyl_acetate:3
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:27,ethyl_acetate:3
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:28,ethyl_acetate:3
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:32,ethyl_acetate:10
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:33,ethyl_acetate:10
primary,leave_one_solvent_out,toluene,proper_train,ethyl_acetate:34,ethyl_acetate:10
primary,leave_one_solvent_out,toluene,calibration,hexane:2,hexane:0.02
primary,leave_one_solvent_out,toluene,calibration,hexane:3,hexane:0.02
primary,leave_one_solvent_out,toluene,calibration,hexane:4,hexane:0.02
primary,leave_one_solvent_out,toluene,calibration,hexane:5,hexane:0.02
primary,leave_one_solvent_out,toluene,calibration,hexane:6,hexane:0.02
primary,leave_one_solvent_out,toluene,calibration,hexane:7,hexane:0.02
primary,leave_one_solvent_out,toluene,calibration,hexane:14,hexane:0.07
primary,leave_one_solvent_out,toluene,calibration,hexane:15,hexane:0.07
primary,leave_one_solvent_out,toluene,calibration,hexane:16,hexane:0.07
primary,leave_one_solvent_out,toluene,calibration,hexane:17,hexane:0.07
primary,leave_one_solvent_out,toluene,calibration,hexane:18,hexane:0.07
primary,leave_one_solvent_out,toluene,calibration,hexane:19,hexane:0.07
primary,leave_one_solvent_out,toluene,calibration,hexane:23,hexane:0.1
primary,leave_one_solvent_out,toluene,calibration,hexane:24,hexane:0.1
primary,leave_one_solvent_out,toluene,calibration,hexane:25,hexane:0.1
primary,leave_one_solvent_out,toluene,calibration,hexane:26,hexane:0.1
primary,leave_one_solvent_out,toluene,calibration,hexane:27,hexane:0.1
primary,leave_one_solvent_out,toluene,calibration,hexane:28,hexane:0.1
primary,leave_one_solvent_out,toluene,calibration,hexane:35,hexane:0.5
primary,leave_one_solvent_out,toluene,calibration,hexane:36,hexane:0.5
primary,leave_one_solvent_out,toluene,calibration,hexane:37,hexane:0.5
primary,leave_one_solvent_out,toluene,calibration,hexane:50,hexane:3
primary,leave_one_solvent_out,toluene,calibration,hexane:51,hexane:3
primary,leave_one_solvent_out,toluene,calibration,hexane:52,hexane:3
primary,leave_one_solvent_out,toluene,calibration,hexane:53,hexane:5
primary,leave_one_solvent_out,toluene,calibration,hexane:54,hexane:5
primary,leave_one_solvent_out,toluene,calibration,hexane:55,hexane:5
primary,leave_one_solvent_out,toluene,calibration,ethyl_acetate:2,ethyl_acetate:0.1
primary,leave_one_solvent_out,toluene,calibration,ethyl_acetate:3,ethyl_acetate:0.1
primary,leave_one_solvent_out,toluene,calibration,ethyl_acetate:4,ethyl_acetate:0.1
primary,leave_one_solvent_out,toluene,calibration,ethyl_acetate:5,ethyl_acetate:0.15
primary,leave_one_solvent_out,toluene,calibration,ethyl_acetate:6,ethyl_acetate:0.15
primary,leave_one_solvent_out,toluene,calibration,ethyl_acetate:7,ethyl_acetate:0.15
primary,leave_one_solvent_out,toluene,calibration,ethyl_acetate:14,ethyl_acetate:0.1
primary,leave_one_solvent_out,toluene,calibration,ethyl_acetate:15,ethyl_acetate:0.1
primary,leave_one_solvent_out,toluene,calibration,ethyl_acetate:16,ethyl_acetate:0.1
primary,leave_one_solvent_out,toluene,calibration,ethyl_acetate:29,ethyl_acetate:5
primary,leave_one_solvent_out,toluene,calibration,ethyl_acetate:30,ethyl_acetate:5
primary,leave_one_solvent_out,toluene,calibration,ethyl_acetate:31,ethyl_acetate:5
primary,leave_one_solvent_out,toluene,test,toluene:17,toluene:0.0025
primary,leave_one_solvent_out,toluene,test,toluene:18,toluene:0.0025
primary,leave_one_solvent_out,toluene,test,toluene:19,toluene:0.0025
primary,leave_one_solvent_out,toluene,test,toluene:20,toluene:0.005
primary,leave_one_solvent_out,toluene,test,toluene:21,toluene:0.005
primary,leave_one_solvent_out,toluene,test,toluene:22,toluene:0.005
primary,leave_one_solvent_out,toluene,test,toluene:23,toluene:0.01
primary,leave_one_solvent_out,toluene,test,toluene:24,toluene:0.01
primary,leave_one_solvent_out,toluene,test,toluene:25,toluene:0.01
primary,leave_one_solvent_out,toluene,test,toluene:26,toluene:0.015
primary,leave_one_solvent_out,toluene,test,toluene:27,toluene:0.015
primary,leave_one_solvent_out,toluene,test,toluene:28,toluene:0.015
primary,leave_one_solvent_out,toluene,test,toluene:29,toluene:0.025
primary,leave_one_solvent_out,toluene,test,toluene:30,toluene:0.025
primary,leave_one_solvent_out,toluene,test,toluene:31,toluene:0.025
primary,leave_one_solvent_out,toluene,test,toluene:32,toluene:0.05
primary,leave_one_solvent_out,toluene,test,toluene:33,toluene:0.05
primary,leave_one_solvent_out,toluene,test,toluene:34,toluene:0.05
primary,leave_one_solvent_out,toluene,test,toluene:35,toluene:0.1
primary,leave_one_solvent_out,toluene,test,toluene:36,toluene:0.1
primary,leave_one_solvent_out,toluene,test,toluene:37,toluene:0.1
primary,leave_one_solvent_out,toluene,test,toluene:38,toluene:0.25
primary,leave_one_solvent_out,toluene,test,toluene:39,toluene:0.25
primary,leave_one_solvent_out,toluene,test,toluene:40,toluene:0.25
primary,leave_one_solvent_out,toluene,test,toluene:41,toluene:10
primary,leave_one_solvent_out,toluene,test,toluene:42,toluene:10
primary,leave_one_solvent_out,toluene,test,toluene:43,toluene:10
primary,leave_one_solvent_out,toluene,test,toluene:45,toluene:40
primary,leave_one_solvent_out,toluene,test,toluene:46,toluene:40
primary,leave_one_solvent_out,toluene,test,toluene:47,toluene:50
primary,leave_one_solvent_out,toluene,test,toluene:48,toluene:50
primary,leave_one_solvent_out,toluene,test,toluene:49,toluene:50
primary,leave_one_solvent_out,toluene,test,toluene:50,toluene:50
primary,leave_one_solvent_out,toluene,test,toluene:51,toluene:50
primary,leave_one_solvent_out,toluene,test,toluene:52,toluene:50
primary,ood_low_concentration,low,proper_train,hexane:23,hexane:0.1
primary,ood_low_concentration,low,proper_train,hexane:24,hexane:0.1
primary,ood_low_concentration,low,proper_train,hexane:25,hexane:0.1
primary,ood_low_concentration,low,proper_train,hexane:26,hexane:0.1
primary,ood_low_concentration,low,proper_train,hexane:27,hexane:0.1
primary,ood_low_concentration,low,proper_train,hexane:28,hexane:0.1
primary,ood_low_concentration,low,proper_train,hexane:35,hexane:0.5
primary,ood_low_concentration,low,proper_train,hexane:36,hexane:0.5
primary,ood_low_concentration,low,proper_train,hexane:37,hexane:0.5
primary,ood_low_concentration,low,proper_train,hexane:44,hexane:2
primary,ood_low_concentration,low,proper_train,hexane:45,hexane:2
primary,ood_low_concentration,low,proper_train,hexane:46,hexane:2
primary,ood_low_concentration,low,proper_train,hexane:47,hexane:2.5
primary,ood_low_concentration,low,proper_train,hexane:48,hexane:2.5
primary,ood_low_concentration,low,proper_train,hexane:49,hexane:2.5
primary,ood_low_concentration,low,proper_train,hexane:56,hexane:7
primary,ood_low_concentration,low,proper_train,hexane:57,hexane:7
primary,ood_low_concentration,low,proper_train,hexane:58,hexane:7
primary,ood_low_concentration,low,proper_train,toluene:26,toluene:0.015
primary,ood_low_concentration,low,proper_train,toluene:27,toluene:0.015
primary,ood_low_concentration,low,proper_train,toluene:28,toluene:0.015
primary,ood_low_concentration,low,proper_train,toluene:29,toluene:0.025
primary,ood_low_concentration,low,proper_train,toluene:30,toluene:0.025
primary,ood_low_concentration,low,proper_train,toluene:31,toluene:0.025
primary,ood_low_concentration,low,proper_train,toluene:35,toluene:0.1
primary,ood_low_concentration,low,proper_train,toluene:36,toluene:0.1
primary,ood_low_concentration,low,proper_train,toluene:37,toluene:0.1
primary,ood_low_concentration,low,proper_train,toluene:38,toluene:0.25
primary,ood_low_concentration,low,proper_train,toluene:39,toluene:0.25
primary,ood_low_concentration,low,proper_train,toluene:40,toluene:0.25
primary,ood_low_concentration,low,proper_train,toluene:45,toluene:40
primary,ood_low_concentration,low,proper_train,toluene:46,toluene:40
primary,ood_low_concentration,low,proper_train,toluene:47,toluene:50
primary,ood_low_concentration,low,proper_train,toluene:48,toluene:50
primary,ood_low_concentration,low,proper_train,toluene:49,toluene:50
primary,ood_low_concentration,low,proper_train,toluene:50,toluene:50
primary,ood_low_concentration,low,proper_train,toluene:51,toluene:50
primary,ood_low_concentration,low,proper_train,toluene:52,toluene:50
primary,ood_low_concentration,low,proper_train,ethyl_acetate:11,ethyl_acetate:0.5
primary,ood_low_concentration,low,proper_train,ethyl_acetate:12,ethyl_acetate:0.5
primary,ood_low_concentration,low,proper_train,ethyl_acetate:13,ethyl_acetate:0.5
primary,ood_low_concentration,low,proper_train,ethyl_acetate:20,ethyl_acetate:1
primary,ood_low_concentration,low,proper_train,ethyl_acetate:21,ethyl_acetate:1
primary,ood_low_concentration,low,proper_train,ethyl_acetate:22,ethyl_acetate:1
primary,ood_low_concentration,low,proper_train,ethyl_acetate:23,ethyl_acetate:2
primary,ood_low_concentration,low,proper_train,ethyl_acetate:24,ethyl_acetate:2
primary,ood_low_concentration,low,proper_train,ethyl_acetate:25,ethyl_acetate:2
primary,ood_low_concentration,low,proper_train,ethyl_acetate:26,ethyl_acetate:3
primary,ood_low_concentration,low,proper_train,ethyl_acetate:27,ethyl_acetate:3
primary,ood_low_concentration,low,proper_train,ethyl_acetate:28,ethyl_acetate:3
primary,ood_low_concentration,low,proper_train,ethyl_acetate:29,ethyl_acetate:5
primary,ood_low_concentration,low,proper_train,ethyl_acetate:30,ethyl_acetate:5
primary,ood_low_concentration,low,proper_train,ethyl_acetate:31,ethyl_acetate:5
primary,ood_low_concentration,low,proper_train,ethyl_acetate:32,ethyl_acetate:10
primary,ood_low_concentration,low,proper_train,ethyl_acetate:33,ethyl_acetate:10
primary,ood_low_concentration,low,proper_train,ethyl_acetate:34,ethyl_acetate:10
primary,ood_low_concentration,low,calibration,hexane:29,hexane:0.15
primary,ood_low_concentration,low,calibration,hexane:30,hexane:0.15
primary,ood_low_concentration,low,calibration,hexane:31,hexane:0.15
primary,ood_low_concentration,low,calibration,hexane:32,hexane:0.25
primary,ood_low_concentration,low,calibration,hexane:33,hexane:0.25
primary,ood_low_concentration,low,calibration,hexane:34,hexane:0.25
primary,ood_low_concentration,low,calibration,hexane:38,hexane:1
primary,ood_low_concentration,low,calibration,hexane:39,hexane:1
primary,ood_low_concentration,low,calibration,hexane:40,hexane:1
primary,ood_low_concentration,low,calibration,hexane:41,hexane:1.5
primary,ood_low_concentration,low,calibration,hexane:42,hexane:1.5
primary,ood_low_concentration,low,calibration,hexane:43,hexane:1.5
primary,ood_low_concentration,low,calibration,hexane:50,hexane:3
primary,ood_low_concentration,low,calibration,hexane:51,hexane:3
primary,ood_low_concentration,low,calibration,hexane:52,hexane:3
primary,ood_low_concentration,low,calibration,hexane:53,hexane:5
primary,ood_low_concentration,low,calibration,hexane:54,hexane:5
primary,ood_low_concentration,low,calibration,hexane:55,hexane:5
primary,ood_low_concentration,low,calibration,hexane:59,hexane:10
primary,ood_low_concentration,low,calibration,toluene:32,toluene:0.05
primary,ood_low_concentration,low,calibration,toluene:33,toluene:0.05
primary,ood_low_concentration,low,calibration,toluene:34,toluene:0.05
primary,ood_low_concentration,low,calibration,toluene:41,toluene:10
primary,ood_low_concentration,low,calibration,toluene:42,toluene:10
primary,ood_low_concentration,low,calibration,toluene:43,toluene:10
primary,ood_low_concentration,low,calibration,ethyl_acetate:8,ethyl_acetate:0.25
primary,ood_low_concentration,low,calibration,ethyl_acetate:9,ethyl_acetate:0.25
primary,ood_low_concentration,low,calibration,ethyl_acetate:10,ethyl_acetate:0.25
primary,ood_low_concentration,low,calibration,ethyl_acetate:17,ethyl_acetate:0.25
primary,ood_low_concentration,low,calibration,ethyl_acetate:18,ethyl_acetate:0.25
primary,ood_low_concentration,low,calibration,ethyl_acetate:19,ethyl_acetate:0.25
primary,ood_low_concentration,low,test,hexane:2,hexane:0.02
primary,ood_low_concentration,low,test,hexane:3,hexane:0.02
primary,ood_low_concentration,low,test,hexane:4,hexane:0.02
primary,ood_low_concentration,low,test,hexane:5,hexane:0.02
primary,ood_low_concentration,low,test,hexane:6,hexane:0.02
primary,ood_low_concentration,low,test,hexane:7,hexane:0.02
primary,ood_low_concentration,low,test,hexane:8,hexane:0.05
primary,ood_low_concentration,low,test,hexane:9,hexane:0.05
primary,ood_low_concentration,low,test,hexane:10,hexane:0.05
primary,ood_low_concentration,low,test,hexane:11,hexane:0.05
primary,ood_low_concentration,low,test,hexane:12,hexane:0.05
primary,ood_low_concentration,low,test,hexane:13,hexane:0.05
primary,ood_low_concentration,low,test,hexane:14,hexane:0.07
primary,ood_low_concentration,low,test,hexane:15,hexane:0.07
primary,ood_low_concentration,low,test,hexane:16,hexane:0.07
primary,ood_low_concentration,low,test,hexane:17,hexane:0.07
primary,ood_low_concentration,low,test,hexane:18,hexane:0.07
primary,ood_low_concentration,low,test,hexane:19,hexane:0.07
primary,ood_low_concentration,low,test,hexane:20,hexane:0.09
primary,ood_low_concentration,low,test,hexane:21,hexane:0.09
primary,ood_low_concentration,low,test,hexane:22,hexane:0.09
primary,ood_low_concentration,low,test,toluene:17,toluene:0.0025
primary,ood_low_concentration,low,test,toluene:18,toluene:0.0025
primary,ood_low_concentration,low,test,toluene:19,toluene:0.0025
primary,ood_low_concentration,low,test,toluene:20,toluene:0.005
primary,ood_low_concentration,low,test,toluene:21,toluene:0.005
primary,ood_low_concentration,low,test,toluene:22,toluene:0.005
primary,ood_low_concentration,low,test,toluene:23,toluene:0.01
primary,ood_low_concentration,low,test,toluene:24,toluene:0.01
primary,ood_low_concentration,low,test,toluene:25,toluene:0.01
primary,ood_low_concentration,low,test,ethyl_acetate:2,ethyl_acetate:0.1
primary,ood_low_concentration,low,test,ethyl_acetate:3,ethyl_acetate:0.1
primary,ood_low_concentration,low,test,ethyl_acetate:4,ethyl_acetate:0.1
primary,ood_low_concentration,low,test,ethyl_acetate:5,ethyl_acetate:0.15
primary,ood_low_concentration,low,test,ethyl_acetate:6,ethyl_acetate:0.15
primary,ood_low_concentration,low,test,ethyl_acetate:7,ethyl_acetate:0.15
primary,ood_low_concentration,low,test,ethyl_acetate:14,ethyl_acetate:0.1
primary,ood_low_concentration,low,test,ethyl_acetate:15,ethyl_acetate:0.1
primary,ood_low_concentration,low,test,ethyl_acetate:16,ethyl_acetate:0.1
primary,ood_high_concentration,high,proper_train,hexane:2,hexane:0.02
primary,ood_high_concentration,high,proper_train,hexane:3,hexane:0.02
primary,ood_high_concentration,high,proper_train,hexane:4,hexane:0.02
primary,ood_high_concentration,high,proper_train,hexane:5,hexane:0.02
primary,ood_high_concentration,high,proper_train,hexane:6,hexane:0.02
primary,ood_high_concentration,high,proper_train,hexane:7,hexane:0.02
primary,ood_high_concentration,high,proper_train,hexane:20,hexane:0.09
primary,ood_high_concentration,high,proper_train,hexane:21,hexane:0.09
primary,ood_high_concentration,high,proper_train,hexane:22,hexane:0.09
primary,ood_high_concentration,high,proper_train,hexane:35,hexane:0.5
